"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:7d5Sk1Omu1qfyOPnlPO9d1","Aaya Tere Dar Par","spotify:artist:5Uvn1P3OFu268QovsUAnDu, spotify:artist:2bQv65MFDaU3dRb26fgNr1, spotify:artist:3dGFv554LH2mIFQqmNB7qe, spotify:artist:59NYT44FrD9yd857ctvjdX, spotify:artist:3M9ynHGOmaxtJS9Tgtz3IS, spotify:artist:3UpmjPgIFSGqnxXuiwD014","Madan Mohan, Ahmed Hussain, Mohd. Hussain, Mohammed Vakil, Javed Hussain, Javed Akhtar","spotify:album:690w3h4czL3x3W3zIgEcB6","Veer - Zaara","spotify:artist:5Uvn1P3OFu268QovsUAnDu","Madan Mohan","2004-09-18","https://i.scdn.co/image/ab67616d0000b27396fa496a2cfc301430589024","1","8","471013","https://p.scdn.co/mp3-preview/a64d8b966906df695ec689178aa1b130d9ea5913?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","INY090400022","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1gB3sX2qqn0TzDEWpHKBbR","Aayega Maza Ab Barsaat Ka (From ""Andaaz"")","spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:7guD32ltIhsA1tHdf7IVe0, spotify:artist:0xHXoShMJw3xDArjL8IHtt","Alka Yagnik, Babul Supriyo, Nadeem Shravan","spotify:album:4ghlKNEfbN8CO1r9kiWAZY","Aayega Maza Ab Barsaat Ka (From ""Andaaz"")","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:7guD32ltIhsA1tHdf7IVe0","Nadeem Shravan, Alka Yagnik, Babul Supriyo","2003-02-14","https://i.scdn.co/image/ab67616d0000b273753bd3bff8bf7f1e12958a64","1","1","327853","https://p.scdn.co/mp3-preview/1a317e14119b21af9507244c239c9448f1e705da?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","INSY92400005","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:5jib3JBR209gQizgISFbrH","Tu Pyar Hai Kisi Aur Ka","spotify:artist:4hkB2bR5ek6lJChj6aunCn, spotify:artist:4K6blSRoklNdpw4mzLxwfn","Anuradha Paudwal, Kumar Sanu","spotify:album:2azyipdkosVEQFLWDaHGi3","Dil Hai Ke Manta Nahin","spotify:artist:4PhJv48oy3YJMQ5hDt9BFu","Bhushan Dua","1991-11-01","https://i.scdn.co/image/ab67616d0000b273eef5d8ba5626de47f6878c42","1","4","412493","https://p.scdn.co/mp3-preview/ff9a1a6b6485d317eaa2a4445bf519305b6c8d37?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","INS189110012","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:78iiDXq2EBsTwnnJJWCuLy","Chithi Na Koi Sandesh-Jagjit Singh","spotify:artist:2ijWbN5KykTYiBoVmhzCTU","Jagjit Singh","spotify:album:0pub8C9gtg44VdEbfemE33","Dushman","spotify:artist:0AWYFpUfZxzxKUgN5k0GrQ","Uttam Singh","1998-05-29","https://i.scdn.co/image/ab67616d0000b27392620aced0ee370c7952e8d2","1","3","397560","https://p.scdn.co/mp3-preview/03ea5492c1fc027841549ed40fea1f018ef53dc7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","INH109846680","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:3oGL4HTmIpiD3J0f80Viqt","Hum Dil De Chuke Sanam","spotify:artist:6WPmTGeeoymoVlXVtsCwz7, spotify:artist:3mxHOkL6ulqrmBYXqSTGLw, spotify:artist:3Y24UY463kttOxNYMH9X2u","Kavita Krishnamurthy, Mohammad Salamat, Dominique","spotify:album:1QUfdAyckA0M14z0kpOBts","Hum Dil De Chuke Sanam","spotify:artist:3r4HOyyBpGvNIyajw3mcER","Ismail Darbar","1999-04-30","https://i.scdn.co/image/ab67616d0000b273d8ea7a41af1775559b857d68","1","7","406413","https://p.scdn.co/mp3-preview/546d3cfb939a3f78439363d2fa18856e47fc9cd1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","INS189911117","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:01bXxpjsD4ARa6ZOP8dmLY","Pardesi Pardesi","spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:3gBKY0y3dFFVRqicLnVZYz, spotify:artist:2tFjeCx8NJhn7JBTTiWT30","Udit Narayan, Alka Yagnik, Sapna Awasthi","spotify:album:5G16twTP5dS4B99YLakLE6","Raja Hindustani (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt","Nadeem Shravan","1996-11-15","https://i.scdn.co/image/ab67616d0000b273261cc572f6df52bfd2ad5743","1","4","448333","https://p.scdn.co/mp3-preview/6bb9eb23cf296efc072f3af2388b4e50757a1787?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","INT109600001","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:38wTTpiltGsXGslrWMVmbw","Gali Mein Chand - Happy","spotify:artist:3gBKY0y3dFFVRqicLnVZYz","Alka Yagnik","spotify:album:1fpEpptReH6R5nzBTEzTxr","Zakhm","spotify:artist:12l1SqSNsg2mI2IcXpPWjR","M. M. Keeravaani","1998-12-15","https://i.scdn.co/image/ab67616d0000b273034d7f0d1049835d7439cfef","1","2","309413","https://p.scdn.co/mp3-preview/c907f3bf759db3efa62ab13f44b2fdb8a9e49562?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","INH109833260","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1CXgrGqpU1vuGSjNmV10vI","Bhanware Ne Khilaya Phool","spotify:artist:61JrslREXq98hurYL2hYoc, spotify:artist:0w4e7HVbqAHFPN6VkIlvhe, spotify:artist:3yS84AjNFqhmuJlIXy7sax","Lata Mangeshkar, Suresh Wadkar, Laxmikant–Pyarelal","spotify:album:1PpoViq69VCq8LQzzZqCCq","Prem Rog","spotify:artist:3yS84AjNFqhmuJlIXy7sax","Laxmikant–Pyarelal","1982-07-31","https://i.scdn.co/image/ab67616d0000b2732524c5cd9f879d3ac8368ac0","1","4","467960","https://p.scdn.co/mp3-preview/7f22be927f8ea7b5a280828c80d6ac35c7d13501?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","INH109240340","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:2PDFRr9NDh7zoOxaIhPZZP","Meri Kismat Mein Tu Nahin Shayad","spotify:artist:61JrslREXq98hurYL2hYoc, spotify:artist:0w4e7HVbqAHFPN6VkIlvhe, spotify:artist:3yS84AjNFqhmuJlIXy7sax","Lata Mangeshkar, Suresh Wadkar, Laxmikant–Pyarelal","spotify:album:1PpoViq69VCq8LQzzZqCCq","Prem Rog","spotify:artist:3yS84AjNFqhmuJlIXy7sax","Laxmikant–Pyarelal","1982-07-31","https://i.scdn.co/image/ab67616d0000b2732524c5cd9f879d3ac8368ac0","1","5","436819","https://p.scdn.co/mp3-preview/2d094f6b3d196678bf5fd38aa6322765bb74a8e2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","INH109240350","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:7KvFdgH7rn9wCJAUn9NQX8","Yeh Galiyan Yeh Chaubara","spotify:artist:61JrslREXq98hurYL2hYoc, spotify:artist:3yS84AjNFqhmuJlIXy7sax","Lata Mangeshkar, Laxmikant–Pyarelal","spotify:album:1PpoViq69VCq8LQzzZqCCq","Prem Rog","spotify:artist:3yS84AjNFqhmuJlIXy7sax","Laxmikant–Pyarelal","1982-07-31","https://i.scdn.co/image/ab67616d0000b2732524c5cd9f879d3ac8368ac0","1","6","388560","https://p.scdn.co/mp3-preview/436d1284fd34653d11bee4b13d1b8c668b5a1ed2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","INH109336690","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:16QR0F7y2OOQQy9gNF6tA5","Dil Ka Aalam (From ""Aashiqui"")","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","spotify:album:3xJMsHADs1MrIc8s4viJUJ","Dheere Dheere Se - The Era Of Kumar Sanu","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","2018-10-17","https://i.scdn.co/image/ab67616d0000b27324ba1bc988b5ba4922429d8a","1","11","300200","https://p.scdn.co/mp3-preview/3035dfb06e5e1303e0fe862d74dec997f36b4f63?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","INS189010009","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:5z36JzylwsiLGZ3JrtUEE6","To Chalun - From ""Border""","spotify:artist:03SZmfKAgYRQKUwy0EoJUa","Roop Kumar Rathod","spotify:album:0cjRetUUus5pr6wJM6TPz2","Musical Voice of Roop Kumar Rathod","spotify:artist:03SZmfKAgYRQKUwy0EoJUa","Roop Kumar Rathod","2016-07-01","https://i.scdn.co/image/ab67616d0000b2732a4e909cd5d1697c4d3394fd","1","1","458693","https://p.scdn.co/mp3-preview/0092ce8c0d464eeb1e039551d45e3f97f1cd4841?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","INV119900169","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:28rMrOeusmuvjDuf6j3Kwg","Main Duniya Bhula Doonga","spotify:artist:4hkB2bR5ek6lJChj6aunCn, spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:7op82a4Hg19bs5i63swfII, spotify:artist:5sifufajls8Q6k04Y4F8mH","Anuradha Paudwal, Kumar Sanu, Super Cassettes Industries Private Limited, Sameer Anjaan","spotify:album:7mUTDWUBOPcpXTALk1TJuX","Aashiqui","spotify:artist:7op82a4Hg19bs5i63swfII","Super Cassettes Industries Private Limited","1989-12-26","https://i.scdn.co/image/ab67616d0000b27349e862c57d46af9c26a97201","1","2","318293","https://p.scdn.co/mp3-preview/f71c65921d56acffb8130b8dceaa35455c223c1f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","INS189010002","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:1Q3efN4j9BavWtoMnbM6NM","Tumhein Apna Banane Ki Kasam Khai Hai (From ""Sadak"")","spotify:artist:4hkB2bR5ek6lJChj6aunCn, spotify:artist:4K6blSRoklNdpw4mzLxwfn","Anuradha Paudwal, Kumar Sanu","spotify:album:6pEtmFcEdVWbsZYuGKX2Ug","Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal","spotify:artist:4K6blSRoklNdpw4mzLxwfn, spotify:artist:4hkB2bR5ek6lJChj6aunCn","Kumar Sanu, Anuradha Paudwal","2017-02-13","https://i.scdn.co/image/ab67616d0000b27316af621290a2ff0418f60066","1","4","342560","https://p.scdn.co/mp3-preview/9eafefc353287a8ab41f08527298c023c9a523a5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","INS189110021","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:2JQgRmbKYnyo3z1Cn3BaQS","Ankh Hai Bhari Bhari (Male Version) - From ""Tum Se Achcha Kaun Hai""","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","spotify:album:0LVMI64BPt0IRrDd1XuWkG","Bollywood Best Trio - Kumar Sanu, Nadeem - Shravan","spotify:artist:4K6blSRoklNdpw4mzLxwfn","Kumar Sanu","2016-07-01","https://i.scdn.co/image/ab67616d0000b27362e9e3154a09ddcb9c16c1c5","1","8","437160","https://p.scdn.co/mp3-preview/ba7e4ed214ecad5ca640abd2dcbd9fe63d62c0b9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","INV110200385","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:4JlTjwiHMzJXXVcHHqHT0b","Tujhko Na Dekhun (From ""Jaanwar"")","spotify:artist:3eDT9fwXKuHWFvgZaaYC5v, spotify:artist:70B80Lwx2sxti0M1Ng9e8K","Sunidhi Chauhan, Udit Narayan","spotify:album:48yZkOjQHGHZY5sR6fXK9T","Bollywood Music Sunidhi Chauhan's Mast Songs, Vol. 2","spotify:artist:3eDT9fwXKuHWFvgZaaYC5v","Sunidhi Chauhan","2016-07-01","https://i.scdn.co/image/ab67616d0000b2734a4bf9cc127b40db9e2f28da","1","11","293853","https://p.scdn.co/mp3-preview/c22ad99eea6c490ba0af16c666db9484097bbbe6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","INV119900542","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
"spotify:track:6lTbwN0aSoK9MRSfOXl1jk","Haste Suraj Ki","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:70B80Lwx2sxti0M1Ng9e8K, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Udit Narayan, Sameer Anjaan","spotify:album:5LQwSf3fgtxayGrZXwvB6W","Dil Ka Rishta (Original Motion Picture Soundtrack)","spotify:artist:0xHXoShMJw3xDArjL8IHtt, spotify:artist:5sifufajls8Q6k04Y4F8mH","Nadeem Shravan, Sameer Anjaan","2003-01-17","https://i.scdn.co/image/ab67616d0000b273e042e90bedbff91161a37ef9","1","6","92000","https://p.scdn.co/mp3-preview/643aa001177499d4cffd4ed4d9e1a0598dde6521?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","INT100300022","spotify:user:31f6akofznwqnn3tlgipil5vrb4y","2026-08-11T18:52:57Z"
